CodigoEstacion,NombreEstacion,Variable,Parametro,Fecha,Unidad,Valor,NivelAprobacion
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2001-11-14 00:00,m^3/s,546,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2001-11-15 00:00,m^3/s,586,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2001-11-16 00:00,m^3/s,441,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2001-11-17 00:00,m^3/s,407,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2001-11-18 00:00,m^3/s,438,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2001-11-19 00:00,m^3/s,394,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2001-11-20 00:00,m^3/s,399,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2001-11-21 00:00,m^3/s,358,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2001-11-22 00:00,m^3/s,438,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2001-11-23 00:00,m^3/s,441,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2001-11-24 00:00,m^3/s,427,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2001-11-25 00:00,m^3/s,399,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2001-11-26 00:00,m^3/s,323,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2001-11-27 00:00,m^3/s,359,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2001-11-28 00:00,m^3/s,497,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2001-11-29 00:00,m^3/s,525,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2001-11-30 00:00,m^3/s,427,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2001-12-01 00:00,m^3/s,402,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2001-12-02 00:00,m^3/s,386,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2001-12-03 00:00,m^3/s,415,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2001-12-04 00:00,m^3/s,447,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2001-12-05 00:00,m^3/s,384,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2001-12-06 00:00,m^3/s,350,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2001-12-07 00:00,m^3/s,335,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2001-12-08 00:00,m^3/s,358,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2001-12-09 00:00,m^3/s,415,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2001-12-10 00:00,m^3/s,389,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2001-12-11 00:00,m^3/s,371,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2001-12-12 00:00,m^3/s,358,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2001-12-13 00:00,m^3/s,309,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2001-12-14 00:00,m^3/s,299,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2001-12-15 00:00,m^3/s,316,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2001-12-16 00:00,m^3/s,335,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2001-12-17 00:00,m^3/s,392,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2001-12-18 00:00,m^3/s,675,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2001-12-19 00:00,m^3/s,714,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2001-12-20 00:00,m^3/s,824,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2001-12-21 00:00,m^3/s,719,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2001-12-22 00:00,m^3/s,582,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2001-12-23 00:00,m^3/s,506,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2001-12-24 00:00,m^3/s,453,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2001-12-25 00:00,m^3/s,459,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2001-12-26 00:00,m^3/s,589,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2001-12-27 00:00,m^3/s,796,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2001-12-28 00:00,m^3/s,682,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2001-12-29 00:00,m^3/s,715,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2001-12-30 00:00,m^3/s,768,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2001-12-31 00:00,m^3/s,627,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-01-01 00:00,m^3/s,845,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-01-02 00:00,m^3/s,693,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-01-03 00:00,m^3/s,602,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-01-04 00:00,m^3/s,536,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-01-05 00:00,m^3/s,479,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-01-06 00:00,m^3/s,438,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-01-07 00:00,m^3/s,410,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-01-08 00:00,m^3/s,392,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-01-09 00:00,m^3/s,379,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-01-10 00:00,m^3/s,366,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-01-11 00:00,m^3/s,355,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-01-12 00:00,m^3/s,335,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-01-13 00:00,m^3/s,360,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-01-14 00:00,m^3/s,350,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-01-15 00:00,m^3/s,343,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-01-16 00:00,m^3/s,334,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-01-17 00:00,m^3/s,317,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-01-18 00:00,m^3/s,306,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-01-19 00:00,m^3/s,296,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-01-20 00:00,m^3/s,282,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-01-21 00:00,m^3/s,276,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-01-22 00:00,m^3/s,277,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-01-23 00:00,m^3/s,268,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-01-24 00:00,m^3/s,263,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-01-25 00:00,m^3/s,256,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-01-26 00:00,m^3/s,262,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-01-27 00:00,m^3/s,258,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-01-28 00:00,m^3/s,252,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-01-29 00:00,m^3/s,247,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-01-30 00:00,m^3/s,242,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-01-31 00:00,m^3/s,244,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-02-01 00:00,m^3/s,254,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-02-02 00:00,m^3/s,250,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-02-03 00:00,m^3/s,239,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-02-04 00:00,m^3/s,231,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-02-05 00:00,m^3/s,228,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-02-06 00:00,m^3/s,225,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-02-07 00:00,m^3/s,222,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-02-08 00:00,m^3/s,224,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-02-09 00:00,m^3/s,254,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-02-10 00:00,m^3/s,258,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-02-11 00:00,m^3/s,242,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-02-12 00:00,m^3/s,229,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-02-13 00:00,m^3/s,217,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-02-14 00:00,m^3/s,204,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-02-15 00:00,m^3/s,191,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-02-16 00:00,m^3/s,183,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-02-17 00:00,m^3/s,176,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-02-18 00:00,m^3/s,172,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-02-19 00:00,m^3/s,171,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-02-20 00:00,m^3/s,170,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-02-21 00:00,m^3/s,165,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-02-22 00:00,m^3/s,161,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-02-23 00:00,m^3/s,166,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-02-24 00:00,m^3/s,156,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-02-25 00:00,m^3/s,150,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-02-26 00:00,m^3/s,153,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-02-27 00:00,m^3/s,153,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-02-28 00:00,m^3/s,155,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-03-01 00:00,m^3/s,149,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-03-02 00:00,m^3/s,145,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-03-03 00:00,m^3/s,139,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-03-04 00:00,m^3/s,137,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-03-05 00:00,m^3/s,140,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-03-06 00:00,m^3/s,138,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-03-07 00:00,m^3/s,136,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-03-08 00:00,m^3/s,134,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-03-09 00:00,m^3/s,136,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-03-10 00:00,m^3/s,133,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-03-11 00:00,m^3/s,133,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-03-12 00:00,m^3/s,140,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-03-13 00:00,m^3/s,194,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-03-14 00:00,m^3/s,350,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-03-15 00:00,m^3/s,345,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-03-16 00:00,m^3/s,350,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-03-17 00:00,m^3/s,345,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-03-18 00:00,m^3/s,410,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-03-19 00:00,m^3/s,412,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-03-20 00:00,m^3/s,373,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-03-21 00:00,m^3/s,442,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-03-22 00:00,m^3/s,849,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-03-23 00:00,m^3/s,760,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-03-24 00:00,m^3/s,676,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-03-25 00:00,m^3/s,528,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-03-26 00:00,m^3/s,427,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-03-27 00:00,m^3/s,412,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-03-28 00:00,m^3/s,389,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-03-29 00:00,m^3/s,442,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-03-30 00:00,m^3/s,690,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-03-31 00:00,m^3/s,981,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-04-01 00:00,m^3/s,972,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-04-02 00:00,m^3/s,1128,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-04-03 00:00,m^3/s,1401,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-04-04 00:00,m^3/s,1233,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-04-05 00:00,m^3/s,1206,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-04-06 00:00,m^3/s,1044,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-04-07 00:00,m^3/s,828,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-04-08 00:00,m^3/s,981,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-04-09 00:00,m^3/s,1190,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-04-10 00:00,m^3/s,1244,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-04-11 00:00,m^3/s,1265,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-04-12 00:00,m^3/s,1092,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-04-13 00:00,m^3/s,941,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-04-14 00:00,m^3/s,804,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-04-15 00:00,m^3/s,708,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-04-16 00:00,m^3/s,737,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-04-17 00:00,m^3/s,686,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-04-18 00:00,m^3/s,1052,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-04-19 00:00,m^3/s,1172,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-04-20 00:00,m^3/s,1159,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-04-21 00:00,m^3/s,1335,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-04-22 00:00,m^3/s,1238,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-04-23 00:00,m^3/s,1212,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-04-24 00:00,m^3/s,1346,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-04-25 00:00,m^3/s,1527,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-04-26 00:00,m^3/s,1802,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-04-27 00:00,m^3/s,1825,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-04-28 00:00,m^3/s,1841,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-04-29 00:00,m^3/s,1714,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-04-30 00:00,m^3/s,1500,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-05-01 00:00,m^3/s,1362,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-05-02 00:00,m^3/s,1329,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-05-03 00:00,m^3/s,1638,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-05-04 00:00,m^3/s,1578,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-05-05 00:00,m^3/s,1373,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-05-06 00:00,m^3/s,1335,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-05-07 00:00,m^3/s,1175,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-05-08 00:00,m^3/s,1303,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-05-09 00:00,m^3/s,1544,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-05-10 00:00,m^3/s,1533,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-05-11 00:00,m^3/s,1830,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-05-12 00:00,m^3/s,1911,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-05-13 00:00,m^3/s,2038,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-05-14 00:00,m^3/s,2340,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-05-15 00:00,m^3/s,2362,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-05-16 00:00,m^3/s,2174,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-05-17 00:00,m^3/s,2118,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-05-18 00:00,m^3/s,2129,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-05-19 00:00,m^3/s,2217,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-05-20 00:00,m^3/s,2168,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-05-21 00:00,m^3/s,2037,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-05-22 00:00,m^3/s,1917,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-05-23 00:00,m^3/s,1937,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-05-24 00:00,m^3/s,2108,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-05-25 00:00,m^3/s,2184,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-05-26 00:00,m^3/s,2097,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-05-27 00:00,m^3/s,1963,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-05-28 00:00,m^3/s,1847,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-05-29 00:00,m^3/s,1906,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-05-30 00:00,m^3/s,1990,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-05-31 00:00,m^3/s,2446,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-06-01 00:00,m^3/s,2660,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-06-02 00:00,m^3/s,2692,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-06-03 00:00,m^3/s,2556,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-06-04 00:00,m^3/s,2405,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-06-05 00:00,m^3/s,2524,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-06-06 00:00,m^3/s,2535,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-06-07 00:00,m^3/s,2446,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-06-08 00:00,m^3/s,2362,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-06-09 00:00,m^3/s,2184,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-06-10 00:00,m^3/s,2287,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-06-11 00:00,m^3/s,2472,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-06-12 00:00,m^3/s,2405,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-06-13 00:00,m^3/s,2187,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-06-14 00:00,m^3/s,2140,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-06-15 00:00,m^3/s,2006,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-06-16 00:00,m^3/s,1841,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-06-17 00:00,m^3/s,1797,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-06-18 00:00,m^3/s,1858,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-06-19 00:00,m^3/s,1714,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-06-20 00:00,m^3/s,1517,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-06-21 00:00,m^3/s,1582,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-06-22 00:00,m^3/s,1819,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-06-23 00:00,m^3/s,1987,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-06-24 00:00,m^3/s,2043,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-06-25 00:00,m^3/s,2027,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-06-26 00:00,m^3/s,1953,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-06-27 00:00,m^3/s,1836,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-06-28 00:00,m^3/s,1654,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-06-29 00:00,m^3/s,1719,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-06-30 00:00,m^3/s,1797,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-07-01 00:00,m^3/s,1780,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-07-02 00:00,m^3/s,1819,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-07-03 00:00,m^3/s,1943,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-07-04 00:00,m^3/s,1904,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-07-05 00:00,m^3/s,1808,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-07-06 00:00,m^3/s,1867,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-07-07 00:00,m^3/s,1830,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-07-08 00:00,m^3/s,1725,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-07-09 00:00,m^3/s,1556,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-07-10 00:00,m^3/s,1550,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-07-11 00:00,m^3/s,1622,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-07-12 00:00,m^3/s,1927,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-07-13 00:00,m^3/s,2032,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-07-14 00:00,m^3/s,1958,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-07-15 00:00,m^3/s,1869,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-07-16 00:00,m^3/s,1794,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-07-17 00:00,m^3/s,1600,Definitivo
35107030,CABUYARO [35107030],CAUDAL,Caudal medio diario,2002-07-18 00:00,m^3/s,1522,Definitivo
